LATITUDE,LONGITUDE,JD
-41,-109,2460444.0768287037
-23,-114,2460444.0803009258
-5,-118,2460444.0837731482
12,-122,2460444.0872453703
30,-126,2460444.0907175927
48,-132,2460444.0941898148
66,-143,2460444.0976620372
81,171,2460444.1011342593
73,82,2460444.1046064813
56,64,2460444.1080787037
38,57,2460444.1115509258
20,52,2460444.1150231482
2,48,2460444.1184953703
-15,44,2460444.1219675927
-33,40,2460444.1254398148
-51,34,2460444.1289120372
-68,22,2460444.1323842593
-81,-35,2460444.1358564813
-71,-113,2460444.1393287037
-54,-129,2460444.1428009258
-36,-135,2460444.1462731482
-18,-140,2460444.1497453703
0,-144,2460444.1532175927
17,-148,2460444.1566898148
35,-152,2460444.1601620372
53,-159,2460444.1636342593
71,-173,2460444.1671064813
81,112,2460444.1705787037
69,50,2460444.1740509258
52,37,2460444.1775231482
34,31,2460444.1809953703
16,26,2460444.1844675927
-2,22,2460444.1879398148
-20,18,2460444.1914120372
-38,14,2460444.1948842593
-56,7,2460444.1983564813
-73,-9,2460444.2018287037
-81,-94,2460444.2053009258
-67,-144,2460444.2087731482
-49,-155,2460444.2122453703
-31,-161,2460444.2157175927
-13,-166,2460444.2191898148
4,-170,2460444.2226620372
22,-174,2460444.2261342593
40,-178,2460444.2296064813
58,173,2460444.2330787037
75,153,2460444.2365509258
80,58,2460444.2400231482
64,20,2460444.2434953703
47,10,2460444.2469675927
29,5,2460444.2504398148
11,0,2460444.2539120372
-7,-2,2460444.2573842593
-25,-6,2460444.2608564813
-43,-11,2460444.2643287037
-60,-20,2460444.2678009258
-77,-45,2460444.2712731482
-78,-143,2460444.2747453703
-62,-173,2460444.2782175927
-45,177,2460444.2816898148
-27,172,2460444.2851620372
-8,168,2460444.2886342593
9,164,2460444.2921064813
27,160,2460444.2955787037
45,154,2460444.2990509258
63,145,2460444.3025231482
79,113,2460444.3059953703
76,15,2460444.3094675927
60,-7,2460444.3129398148
44,-15,2460444.3160300925
26,-20,2460444.319502315
8,-24,2460444.322974537
-9,-28,2460444.326446759
-28,-32,2460444.3299189815
-45,-37,2460444.3333912035
-63,-46,2460444.336863426
-79,-79,2460444.340335648
-76,-177,2460444.3438078705
-59,159,2460444.3472800925
-42,151,2460444.350752315
-24,146,2460444.354224537
-5,142,2460444.357696759
12,138,2460444.3611689815
30,134,2460444.3646412035
48,129,2460444.368113426
65,118,2460444.371585648
80,75,2460444.3750578705
74,-15,2460444.3785300925
57,-34,2460444.382002315
39,-41,2460444.385474537
21,-46,2460444.388946759
3,-50,2460444.3924189815
-14,-53,2460444.3958912035
-32,-58,2460444.399363426
-50,-64,2460444.402835648
-68,-76,2460444.4063078705
-81,-130,2460444.4097800925
-72,148,2460444.413252315
-55,132,2460444.416724537
-37,125,2460444.420196759
-19,121,2460444.4236689815
-1,117,2460444.4271412035
17,113,2460444.430613426
35,108,2460444.434085648
53,102,2460444.4375578705
70,88,2460444.4410300925
81,17,2460444.444502315
69,-47,2460444.447974537
52,-61,2460444.451446759
34,-67,2460444.4549189815
16,-71,2460444.4583912035
-1,-75,2460444.461863426
-19,-79,2460444.465335648
-37,-84,2460444.4688078705
-55,-91,2460444.4722800925
-72,-107,2460444.475752315
-81,170,2460444.479224537
-67,117,2460444.482696759
-50,105,2460444.4861689815
-32,99,2460444.4896412035
-14,95,2460444.493113426
3,91,2460444.496585648
22,87,2460444.5000578705
40,82,2460444.5035300925
58,75,2460444.507002315
74,55,2460444.510474537
80,-37,2460444.513946759
65,-77,2460444.5174189815
47,-87,2460444.5208912035
29,-93,2460444.524363426
11,-97,2460444.527835648
-6,-101,2460444.5313078705
-24,-105,2460444.5347800925
-42,-110,2460444.538252315
-60,-118,2460444.541724537
-76,-142,2460444.545196759
-79,119,2460444.5486689815
-63,88,2460444.5521412035
-45,79,2460444.555613426
-27,73,2460444.559085648
-9,69,2460444.5625578705
8,65,2460444.5660300925
27,61,2460444.569502315
45,56,2460444.572974537
62,47,2460444.576446759
78,16,2460444.5799189815
77,-81,2460444.5833912035
60,-106,2460444.586863426
42,-114,2460444.590335648
24,-119,2460444.5938078705
6,-123,2460444.5972800925
-11,-127,2460444.600752315
-29,-131,2460444.604224537
-47,-136,2460444.607696759
-64,-146,2460444.6111689815
-80,175,2460444.6146412035
-75,80,2460444.618113426
-58,60,2460444.621585648
-40,52,2460444.6250578705
-22,47,2460444.6285300925
-4,43,2460444.632002315
13,40,2460444.635474537
31,35,2460444.638946759
49,29,2460444.6424189815
67,18,2460444.6458912035
81,-32,2460444.649363426
72,-116,2460444.652835648
55,-133,2460444.6563078705
38,-140,2460444.6597800925
19,-145,2460444.663252315
1,-148,2460444.666724537
-16,-152,2460444.670196759
-34,-157,2460444.6736689815
-52,-163,2460444.6771412035
-69,-176,2460444.680613426
-81,120,2460444.684085648
-70,47,2460444.6875578705
-53,33,2460444.6910300925
-35,26,2460444.694502315
-17,22,2460444.697974537
0,18,2460444.701446759
18,14,2460444.7049189815
36,9,2460444.7083912035
54,3,2460444.711863426
71,-12,2460444.715335648
81,-91,2460444.7188078705
68,-148,2460444.7222800925
51,-160,2460444.725752315
33,-166,2460444.729224537
15,-170,2460444.732696759
-3,-174,2460444.7361689815
-21,-178,2460444.7396412035
-39,176,2460444.743113426
-56,169,2460444.746585648
-73,151,2460444.7500578705
-80,62,2460444.7535300925
-66,17,2460444.757002315
-48,6,2460444.760474537
-30,0,2460444.763946759
-12,-3,2460444.7674189815
5,-7,2460444.7708912035
23,-11,2460444.774363426
41,-16,2460444.777835648
59,-24,2460444.7813078705
60,-25,2460444.781597222
77,-50,2460444.785069444
78,-149,2460444.7885416667
62,-178,2460444.7920138887
44,172,2460444.795486111
26,167,2460444.798958333
8,163,2460444.8024305557
-9,159,2460444.8059027777
-27,155,2460444.809375
-45,149,2460444.812847222
-63,140,2460444.816319444
-78,109,2460444.8197916667
-76,11,2460444.8232638887
-60,-12,2460444.826736111
-42,-20,2460444.830208333
-24,-25,2460444.8336805557
-6,-29,2460444.8371527777
11,-33,2460444.840625
30,-37,2460444.844097222
48,-43,2460444.847569444
65,-53,2460444.8510416667
80,-95,2460444.8545138887
74,172,2460444.857986111
57,153,2460444.861458333
39,146,2460444.8649305557
21,141,2460444.8684027777
3,137,2460444.871875
-14,133,2460444.875347222
-32,129,2460444.878819444
-50,123,2460444.8822916667
-67,111,2460444.8857638887
-81,59,2460444.889236111
-72,-23,2460444.892708333
-55,-39,2460444.8961805557
-37,-46,2460444.8996527777
-19,-51,2460444.903125
-1,-55,2460444.906597222
16,-59,2460444.910069444
34,-63,2460444.9135416667
52,-70,2460444.9170138887
70,-83,2460444.920486111
81,-151,2460444.923958333
70,139,2460444.9274305557
52,126,2460444.9309027777
35,120,2460444.934375
16,115,2460444.937847222
-1,111,2460444.941319444
-19,107,2460444.9447916667
-37,103,2460444.9482638887
-55,96,2460444.951736111
-72,80,2460444.955208333
-81,0,2460444.9586805557
-68,-54,2460444.9621527777
-50,-66,2460444.965625
-32,-72,2460444.969097222
-14,-77,2460444.972569444
3,-81,2460444.9760416667
21,-85,2460444.9795138887
39,-89,2460444.982986111
57,-97,2460444.986458333
74,-116,2460444.9899305557
80,151,2460444.9934027777
65,110,2460444.996875
48,99,2460445.000347222
30,94,2460445.003819444
12,89,2460445.0072916667
-6,86,2460445.0107638887
-24,82,2460445.014236111
-42,77,2460445.017708333
-59,69,2460445.0211805557
-76,46,2460445.0246527777
-79,-51,2460445.028125
-63,-84,2460445.031597222
-45,-93,2460445.035069444
-27,-98,2460445.0385416667
-9,-102,2460445.0420138887
8,-106,2460445.045486111
26,-110,2460445.048958333
44,-116,2460445.0524305557
62,-124,2460445.0559027777
78,-154,2460445.059375
77,107,2460445.062847222
60,81,2460445.066319444
43,73,2460445.0697916667
25,68,2460445.0732638887
7,64,2460445.076736111
-10,60,2460445.080208333
-29,56,2460445.0836805557
-47,50,2460445.0871527777
-64,40,2460445.090625
-79,4,2460445.094097222
-75,-91,2460445.097569444
-58,-112,2460445.1010416667
-41,-119,2460445.1045138887
-23,-124,2460445.107986111
-4,-128,2460445.111458333
13,-132,2460445.1149305557
31,-136,2460445.1184027777
49,-142,2460445.121875
67,-153,2460445.125347222
81,157,2460445.128819444
73,71,2460445.1322916667
56,54,2460445.1357638887
38,47,2460445.139236111
20,42,2460445.142708333
2,38,2460445.1461805557
-15,34,2460445.1496527777
-33,30,2460445.153125
-51,24,2460445.156597222
-69,11,2460445.160069444
-81,-49,2460445.1635416667
-71,-124,2460445.1670138887
-54,-139,2460445.170486111
-36,-145,2460445.173958333
-18,-150,2460445.1774305557
0,-154,2460445.1809027777
18,-158,2460445.184375
36,-162,2460445.187847222
54,-169,2460445.191319444
71,175,2460445.1947916667
81,98,2460445.1982638887
68,39,2460445.201736111
51,27,2460445.205208333
33,21,2460445.2086805557
15,16,2460445.2121527777
-2,12,2460445.215625
-20,8,2460445.219097222
-38,4,2460445.222569444
-56,-2,2460445.2260416667
-73,-20,2460445.2295138887
-81,-107,2460445.232986111
-66,-155,2460445.236458333
-49,-166,2460445.2399305557
-31,-171,2460445.2434027777
-13,-176,2460445.246875
4,179,2460445.250347222
23,175,2460445.253819444
41,171,2460445.2572916667
59,163,2460445.2607638887
75,141,2460445.264236111
79,45,2460445.267708333
64,10,2460445.2711805557
46,0,2460445.2746527777
28,-4,2460445.278125
10,-9,2460445.281597222
-7,-12,2460445.285069444
-25,-16,2460445.2885416667
-43,-22,2460445.2920138887
-61,-30,2460445.295486111
-77,-56,2460445.298958333
-78,-155,2460445.3024305557
-62,176,2460445.3059027777
-44,167,2460445.309375
-26,162,2460445.312847222
-8,158,2460445.316319444
9,154,2460445.3197916667
28,150,2460445.3232638887
46,144,2460445.326736111
63,135,2460445.330208333
79,101,2460445.3336805557
76,4,2460445.3371527777
59,-17,2460445.340625
50,-22,2460445.3424652778
32,-28,2460445.3459375
14,-32,2460445.3494097223
-3,-36,2460445.3528819443
-22,-40,2460445.3563541668
-40,-45,2460445.359826389
-57,-52,2460445.3632986112
-74,-72,2460445.3667708333
-80,-164,2460445.3702430557
-65,154,2460445.3737152778
-48,144,2460445.3771875
-30,138,2460445.3806597223
-11,134,2460445.3841319443
6,130,2460445.3876041668
24,126,2460445.391076389
42,121,2460445.3945486112
60,113,2460445.3980208333
76,89,2460445.4014930557
78,-8,2460445.4049652778
63,-40,2460445.4084375
45,-49,2460445.4119097223
27,-54,2460445.4153819443
9,-58,2460445.4188541668
-8,-62,2460445.422326389
-26,-66,2460445.4257986112
-44,-71,2460445.4292708333
-62,-80,2460445.4327430557
-78,-110,2460445.4362152778
-77,151,2460445.4396875
-60,125,2460445.4431597223
-43,117,2460445.4466319443
-25,112,2460445.4501041668
-6,108,2460445.453576389
11,104,2460445.4570486112
29,100,2460445.4605208333
47,94,2460445.4639930557
65,84,2460445.4674652778
80,46,2460445.4709375
75,-47,2460445.4744097223
58,-68,2460445.4778819443
40,-75,2460445.4813541668
22,-80,2460445.484826389
4,-84,2460445.4882986112
-13,-88,2460445.4917708333
-31,-92,2460445.4952430557
-49,-98,2460445.4987152778
-67,-109,2460445.5021875
-81,-158,2460445.5056597223
-73,115,2460445.5091319443
-56,98,2460445.5126041668
-38,91,2460445.516076389
-20,86,2460445.5195486112
-2,82,2460445.5230208333
16,78,2460445.5264930557
34,74,2460445.5299652778
52,68,2460445.5334375
69,55,2460445.5369097223
81,-9,2460445.5403819443
70,-81,2460445.5438541668
53,-95,2460445.547326389
35,-101,2460445.5507986112
17,-106,2460445.5542708333
0,-110,2460445.5577430557
-18,-113,2460445.5612152778
-36,-118,2460445.5646875
-54,-125,2460445.5681597223
-71,-140,2460445.5716319443
-81,142,2460445.5751041668
-68,83,2460445.578576389
-51,71,2460445.5820486112
-33,65,2460445.5855208333
-15,60,2460445.5889930557
2,57,2460445.5924652778
21,53,2460445.5959375
39,48,2460445.5994097223
56,41,2460445.6028819443
73,23,2460445.6063541668
80,-66,2460445.609826389
66,-111,2460445.6132986112
48,-122,2460445.6167708333
30,-127,2460445.6202430557
12,-131,2460445.6237152778
-5,-135,2460445.6271875
-23,-139,2460445.6306597223
-41,-144,2460445.6341319443
-59,-152,2460445.6376041668
-75,-174,2460445.641076389
-79,89,2460445.6445486112
-64,54,2460445.6480208333
-46,44,2460445.6514930557
-28,39,2460445.6549652778
-10,35,2460445.6584375
7,31,2460445.6619097223
25,27,2460445.6653819443
44,22,2460445.6688541668
61,13,2460445.672326389
77,-13,2460445.6757986112
77,-112,2460445.6792708333
61,-139,2460445.6827430557
43,-148,2460445.6862152778
25,-153,2460445.6896875
7,-157,2460445.6931597223
-10,-161,2460445.6966319443
-28,-165,2460445.7001041668
-46,-171,2460445.703576389
-63,179,2460445.7070486112
-79,145,2460445.7105208333
-76,48,2460445.7139930557
-59,26,2460445.7174652778
-41,18,2460445.7209375
-23,13,2460445.7244097223
-5,9,2460445.7278819443
12,5,2460445.7313541668
30,1,2460445.734826389
48,-4,2460445.7382986112
66,-15,2460445.7417708333
80,-60,2460445.7452430557
73,-149,2460445.7487152778
56,-167,2460445.7521875
39,-174,2460445.7556597223
21,-179,2460445.7591319443
2,176,2460445.7626041668
-15,172,2460445.766076389
-33,168,2460445.7695486112
-51,162,2460445.7730208333
-68,150,2460445.7764930557
-81,92,2460445.7799652778
-71,14,2460445.7834375
-54,-1,2460445.7869097223
-36,-7,2460445.7903819443
-18,-12,2460445.7938541668
0,-16,2460445.797326389
17,-20,2460445.8007986112
32,-23,2460445.803726852
50,-29,2460445.807199074
68,-41,2460445.8106712964
81,-98,2460445.8141435185
72,-177,2460445.817615741
54,166,2460445.821087963
37,160,2460445.824560185
18,155,2460445.8280324074
0,151,2460445.8315046295
-17,147,2460445.834976852
-35,143,2460445.838449074
-53,136,2460445.8419212964
-70,122,2460445.8453935185
-81,53,2460445.848865741
-70,-13,2460445.852337963
-52,-26,2460445.855810185
-34,-32,2460445.8592824074
-16,-37,2460445.8627546295
1,-41,2460445.866226852
19,-45,2460445.869699074
37,-49,2460445.8731712964
55,-56,2460445.8766435185
72,-73,2460445.880115741
81,-157,2460445.883587963
67,151,2460445.887060185
50,139,2460445.8905324074
32,134,2460445.8940046295
14,129,2460445.897476852
-4,125,2460445.900949074
-22,121,2460445.9044212964
-40,117,2460445.9078935185
-57,109,2460445.911365741
-74,90,2460445.914837963
-80,-2,2460445.918310185
-65,-43,2460445.9217824074
-47,-53,2460445.9252546295
-29,-58,2460445.928726852
-11,-63,2460445.932199074
6,-66,2460445.9356712964
24,-71,2460445.9391435185
42,-76,2460445.942615741
60,-84,2460445.946087963
76,-108,2460445.949560185
78,153,2460445.9530324074
62,122,2460445.9565046295
45,113,2460445.959976852
27,108,2460445.963449074
9,103,2460445.9669212964
-9,100,2460445.9703935185
-27,96,2460445.973865741
-45,90,2460445.977337963
-62,81,2460445.980810185
-78,51,2460445.9842824074
-77,-46,2460445.9877546295
-60,-71,2460445.991226852
-43,-79,2460445.994699074
-25,-84,2460445.9981712964
-6,-88,2460446.0016435185
11,-92,2460446.005115741
29,-96,2460446.008587963
47,-102,2460446.012060185
65,-112,2460446.0155324074
80,-151,2460446.0190046295
74,114,2460446.022476852
58,94,2460446.025949074
40,87,2460446.0294212964
22,82,2460446.0328935185
4,78,2460446.036365741
-13,74,2460446.039837963
-31,70,2460446.043310185
-49,64,2460446.0467824074
-67,52,2460446.0502546295
-81,3,2460446.053726852
-73,-82,2460446.057199074
-56,-98,2460446.0606712964
-38,-105,2460446.0641435185
-20,-110,2460446.067615741
-1,-114,2460446.071087963
16,-118,2460446.074560185
34,-122,2460446.0780324074
52,-129,2460446.0815046295
69,-142,2460446.084976852
81,152,2460446.088449074
70,81,2460446.0919212964
53,67,2460446.0953935185
35,60,2460446.098865741
17,56,2460446.102337963
0,52,2460446.105810185
-18,48,2460446.1092824074
-36,44,2460446.1127546295
-54,37,2460446.116226852
-71,22,2460446.119699074
-81,-55,2460446.1231712964
-68,-113,2460446.1266435185
-51,-125,2460446.130115741
-33,-131,2460446.133587963
-15,-136,2460446.137060185
3,-140,2460446.1405324074
21,-144,2460446.1440046295
39,-148,2460446.147476852
57,-156,2460446.150949074
74,-174,2460446.1544212964
80,95,2460446.1578935185
66,51,2460446.161365741
48,40,2460446.164837963
30,34,2460446.168310185
12,30,2460446.1717824074
-5,26,2460446.1752546295
-23,22,2460446.178726852
-41,17,2460446.182199074
-59,10,2460446.1856712964
-76,-11,2460446.1891435185
-79,-108,2460446.192615741
-64,-142,2460446.196087963
-46,-152,2460446.199560185
-28,-157,2460446.2030324074
-10,-162,2460446.2065046295
7,-165,2460446.209976852
26,-170,2460446.213449074
44,-175,2460446.2169212964
61,176,2460446.2203935185
78,148,2460446.223865741
77,49,2460446.227337963
61,22,2460446.230810185
43,14,2460446.2342824074
25,9,2460446.2377546295
7,5,2460446.241226852
-10,1,2460446.244699074
-28,-2,2460446.2481712964
-46,-8,2460446.2516435185
-64,-17,2460446.255115741
-79,-52,2460446.258587963
-75,-149,2460446.262060185
-59,-171,2460446.2655324074
-41,-178,2460446.2690046295
-23,176,2460446.272476852
-5,172,2460446.275949074
12,168,2460446.2794212964
31,164,2460446.2828935185
49,158,2460446.286365741
66,147,2460446.289837963
81,101,2460446.293310185
73,12,2460446.2967824074
56,-4,2460446.3002546295
38,-12,2460446.303726852
20,-16,2460446.307199074
2,-20,2460446.3106712964
-15,-24,2460446.3141435185
-33,-28,2460446.317615741
-51,-34,2460446.321087963
-68,-47,2460446.324560185
-81,-105,2460446.3280324074
-71,176,2460446.3315046295
-54,161,2460446.334976852
-36,154,2460446.338449074
-18,150,2460446.3419212964
0,146,2460446.3453935185
17,142,2460446.348865741
35,138,2460446.352337963
53,131,2460446.355810185
71,117,2460446.3592824074
81,43,2460446.3627546295
69,-19,2460446.366226852
61,-26,2460446.36775463
44,-35,2460446.371226852
26,-40,2460446.374699074
7,-44,2460446.3781712963
-10,-48,2460446.3816435183
-28,-52,2460446.385115741
-46,-57,2460446.388587963
-63,-67,2460446.3920601853
-79,-100,2460446.3955324073
-76,162,2460446.39900463
-59,139,2460446.402476852
-41,131,2460446.405949074
-23,126,2460446.4094212963
-5,122,2460446.4128935183
12,119,2460446.416365741
30,114,2460446.419837963
48,109,2460446.4233101853
66,98,2460446.4267824073
80,54,2460446.43025463
74,-35,2460446.433726852
57,-54,2460446.437199074
39,-61,2460446.4406712963
21,-65,2460446.4441435183
3,-69,2460446.447615741
-15,-73,2460446.451087963
-33,-78,2460446.4545601853
-51,-84,2460446.4580324073
-68,-96,2460446.46150463
-81,-152,2460446.464976852
-72,127,2460446.468449074
-54,112,2460446.4719212963
-37,105,2460446.4753935183
-18,101,2460446.478865741
0,97,2460446.482337963
17,93,2460446.4858101853
35,88,2460446.4892824073
53,82,2460446.49275463
70,68,2460446.496226852
81,-3,2460446.499699074
69,-68,2460446.5031712963
52,-81,2460446.5066435183
34,-87,2460446.510115741
16,-91,2460446.513587963
-1,-95,2460446.5170601853
-19,-99,2460446.5205324073
-37,-104,2460446.52400463
-55,-111,2460446.527476852
-72,-127,2460446.530949074
-81,148,2460446.5344212963
-67,97,2460446.5378935183
-50,85,2460446.541365741
-32,79,2460446.544837963
-14,75,2460446.5483101853
4,71,2460446.5517824073
22,67,2460446.55525463
40,62,2460446.558726852
58,55,2460446.562199074
75,35,2460446.5656712963
80,-58,2460446.5691435183
65,-97,2460446.572615741
47,-107,2460446.576087963
29,-113,2460446.5795601853
11,-117,2460446.5830324073
-6,-121,2460446.58650463
-24,-125,2460446.589976852
-42,-130,2460446.593449074
-60,-138,2460446.5969212963
-76,-162,2460446.6003935183
-78,99,2460446.603865741
-62,68,2460446.607337963
-45,59,2460446.6108101853
-27,53,2460446.6142824073
-9,49,2460446.61775463
9,45,2460446.621226852
27,41,2460446.624699074
45,36,2460446.6281712963
62,27,2460446.6316435183
78,-3,2460446.635115741
76,-101,2460446.638587963
60,-126,2460446.6420601853
42,-134,2460446.6455324073
24,-139,2460446.64900463
6,-143,2460446.652476852
-11,-147,2460446.655949074
-29,-151,2460446.6594212963
-47,-156,2460446.6628935183
-65,-166,2460446.666365741
-80,153,2460446.669837963
-75,60,2460446.6733101853
-58,40,2460446.6767824073
-40,32,2460446.68025463
-22,27,2460446.683726852
-4,23,2460446.687199074
14,20,2460446.6906712963
32,15,2460446.6941435183
50,9,2460446.697615741
67,-1,2460446.701087963
81,-53,2460446.7045601853
72,-137,2460446.7080324073
55,-153,2460446.71150463
37,-160,2460446.714976852
19,-164,2460446.718449074
1,-168,2460446.7219212963
-16,-172,2460446.7253935183
-34,-177,2460446.728865741
-52,176,2460446.732337963
-69,163,2460446.7358101853
-81,98,2460446.7392824073
-70,27,2460446.74275463
-53,13,2460446.746226852
-35,6,2460446.749699074
-17,2,2460446.7531712963
0,-1,2460446.7566435183
18,-5,2460446.760115741
37,-10,2460446.763587963
54,-16,2460446.7670601853
72,-32,2460446.7705324073
81,-112,2460446.77400463
68,-168,2460446.777476852
50,179,2460446.780949074
32,173,2460446.7844212963
14,169,2460446.7878935183
-3,165,2460446.791365741
-21,161,2460446.794837963
-39,156,2460446.7983101853
-57,149,2460446.8017824073
-74,131,2460446.80525463
-80,40,2460446.808726852
-66,-2,2460446.812199074
-48,-13,2460446.8156712963
-30,-19,2460446.8191435183
-12,-23,2460446.822615741
5,-27,2460446.826087963
21,-30,2460446.8291203706
39,-35,2460446.8325925926
57,-43,2460446.8360648146
74,-61,2460446.839537037
80,-153,2460446.843009259
65,164,2460446.8464814816
48,153,2460446.8499537036
30,148,2460446.853425926
12,144,2460446.856898148
-5,140,2460446.8603703706
-24,136,2460446.8638425926
-42,131,2460446.8673148146
-59,123,2460446.870787037
-76,100,2460446.874259259
-79,3,2460446.8777314816
-63,-29,2460446.8812037036
-46,-39,2460446.884675926
-28,-44,2460446.888148148
-9,-48,2460446.8916203706
8,-52,2460446.8950925926
26,-56,2460446.8985648146
44,-61,2460446.902037037
62,-70,2460446.905509259
78,-99,2460446.9089814816
77,161,2460446.9124537036
61,135,2460446.915925926
43,127,2460446.919398148
25,122,2460446.9228703706
7,118,2460446.9263425926
-10,114,2460446.9298148146
-28,110,2460446.933287037
-46,104,2460446.936759259
-64,95,2460446.9402314816
-79,58,2460446.9437037036
-75,-36,2460446.947175926
-58,-57,2460446.950648148
-41,-65,2460446.9541203706
-23,-70,2460446.9575925926
-4,-74,2460446.9610648146
13,-78,2460446.964537037
31,-82,2460446.968009259
49,-88,2460446.9714814816
66,-99,2460446.9749537036
81,-147,2460446.978425926
73,125,2460446.981898148
56,108,2460446.9853703706
38,101,2460446.9888425926
20,96,2460446.9923148146
2,92,2460446.995787037
-15,88,2460446.999259259
-33,84,2460447.0027314816
-51,78,2460447.0062037036
-69,65,2460447.009675926
-81,5,2460447.013148148
-71,-70,2460447.0166203706
-54,-85,2460447.0200925926
-36,-91,2460447.0235648146
-18,-96,2460447.027037037
0,-100,2460447.030509259
18,-104,2460447.0339814816
36,-108,2460447.0374537036
54,-115,2460447.040925926
71,-129,2460447.044398148
81,154,2460447.0478703706
68,93,2460447.0513425926
51,81,2460447.0548148146
33,75,2460447.058287037
15,70,2460447.061759259
-2,66,2460447.0652314816
-20,62,2460447.0687037036
-38,58,2460447.072175926
-56,51,2460447.075648148
-73,33,2460447.0791203706
-81,-53,2460447.0825925926
-66,-100,2460447.0860648146
-49,-111,2460447.089537037
-31,-117,2460447.093009259
-13,-122,2460447.0964814816
4,-125,2460447.0999537036
23,-129,2460447.103425926
41,-134,2460447.106898148
58,-142,2460447.1103703706
75,-163,2460447.1138425926
79,100,2460447.1173148146
64,64,2460447.120787037
46,54,2460447.124259259
28,49,2460447.1277314816
10,45,2460447.1312037036
-7,41,2460447.134675926
-25,37,2460447.138148148
-43,32,2460447.1416203706
-61,23,2460447.1450925926
-77,-2,2460447.1485648146
-78,-100,2460447.152037037
-62,-129,2460447.155509259
-44,-138,2460447.1589814816
-26,-143,2460447.1624537036
-8,-147,2460447.165925926
9,-151,2460447.169398148
27,-155,2460447.1728703706
45,-161,2460447.1763425926
63,-170,2460447.1798148146
79,156,2460447.183287037
76,58,2460447.186759259
59,36,2460447.1902314816
41,28,2460447.1937037036
23,23,2460447.197175926
5,19,2460447.200648148
-12,15,2460447.2041203706
-30,11,2460447.2075925926
-48,5,2460447.2110648146
-65,-4,2460447.214537037
-80,-47,2460447.218009259
-74,-138,2460447.2214814816
-57,-157,2460447.2249537036
-39,-164,2460447.228425926
-21,-169,2460447.231898148
-3,-173,2460447.2353703706
14,-177,2460447.2388425926
32,178,2460447.2423148146
50,172,2460447.245787037
68,160,2460447.249259259
81,104,2460447.2527314816
72,24,2460447.2562037036
54,8,2460447.259675926
37,2,2460447.263148148
19,-2,2460447.2666203706
0,-6,2460447.2700925926
-17,-10,2460447.2735648146
-35,-14,2460447.277037037
-53,-21,2460447.280509259
-70,-34,2460447.2839814816
-81,-103,2460447.2874537036
-70,-171,2460447.290925926
-52,175,2460447.294398148
-34,169,2460447.2978703706
-16,164,2460447.3013425926
1,160,2460447.3048148146
19,156,2460447.308287037
37,152,2460447.311759259
55,145,2460447.3152314816
72,129,2460447.3187037036
81,45,2460447.322175926
67,-6,2460447.325648148
50,-17,2460447.3291203706
47,-19,2460447.3297222224
29,-24,2460447.3331944444
10,-28,2460447.3366666664
-7,-32,2460447.340138889
-25,-36,2460447.343611111
-43,-41,2460447.3470833334
-60,-50,2460447.3505555554
-77,-75,2460447.354027778
-78,-173,2460447.3575
-62,156,2460447.3609722224
-44,147,2460447.3644444444
-26,142,2460447.3679166664
-8,138,2460447.371388889
9,134,2460447.374861111
27,130,2460447.3783333334
45,124,2460447.3818055554
63,115,2460447.385277778
79,83,2460447.38875
76,-14,2460447.3922222224
59,-37,2460447.3956944444
42,-45,2460447.3991666664
24,-50,2460447.402638889
6,-54,2460447.406111111
-12,-58,2460447.4095833334
-30,-62,2460447.4130555554
-48,-68,2460447.416527778
-65,-78,2460447.42
-80,-119,2460447.4234722224
-74,148,2460447.4269444444
-57,128,2460447.4304166664
-39,121,2460447.433888889
-21,116,2460447.437361111
-3,112,2460447.4408333334
14,108,2460447.4443055554
32,104,2460447.447777778
50,98,2460447.45125
68,86,2460447.4547222224
81,32,2460447.4581944444
72,-49,2460447.4616666664
55,-64,2460447.465138889
37,-71,2460447.468611111
19,-76,2460447.4720833334
1,-80,2460447.4755555554
-16,-84,2460447.479027778
-35,-88,2460447.4825
-52,-94,2460447.4859722224
-70,-108,2460447.4894444444
-81,-176,2460447.4929166664
-70,115,2460447.496388889
-53,101,2460447.499861111
-35,95,2460447.5033333334
-17,90,2460447.5068055554
1,86,2460447.510277778
19,82,2460447.51375
37,78,2460447.5172222224
55,71,2460447.5206944444
72,55,2460447.5241666664
81,-26,2460447.527638889
67,-80,2460447.531111111
50,-91,2460447.5345833334
32,-97,2460447.5380555554
14,-102,2460447.541527778
-3,-105,2460447.545
-21,-109,2460447.5484722224
-39,-114,2460447.5519444444
-57,-122,2460447.5554166664
-74,-140,2460447.558888889
-80,127,2460447.562361111
-65,85,2460447.5658333334
-48,74,2460447.5693055554
-30,69,2460447.572777778
-12,65,2460447.57625
6,61,2460447.5797222224
24,57,2460447.5831944444
42,52,2460447.5866666664
60,44,2460447.590138889
76,20,2460447.593611111
79,-77,2460447.5970833334
63,-109,2460447.6005555554
45,-118,2460447.604027778
27,-123,2460447.6075
9,-127,2460447.6109722224
-8,-131,2460447.6144444444
-26,-135,2460447.6179166664
-44,-140,2460447.621388889
-62,-149,2460447.624861111
-78,-178,2460447.6283333334
-77,82,2460447.6318055554
-61,56,2460447.635277778
-43,48,2460447.63875
-25,43,2460447.6422222224
-7,39,2460447.6456944444
11,35,2460447.6491666664
29,31,2460447.652638889
